id,title,author,genre,description,rating,features
1962,Shadow of the Almighty,Elisabeth Elliot,biography,Description not available.,0.0,Shadow of the Almighty Elisabeth Elliot biography Description not available.
1963,Dictionary of National Biography,George Murray Smith,biography,Description not available.,0.0,Dictionary of National Biography George Murray Smith biography Description not available.
1964,Alan Turing,Andrew Hodges,biography,Description not available.,0.0,Alan Turing Andrew Hodges biography Description not available.
1965,The Autobiography of Benjamin Franklin,Benjamin Franklin,biography,Description not available.,0.0,The Autobiography of Benjamin Franklin Benjamin Franklin biography Description not available.
1966,The Stranger Beside Me,Ann Rule,biography,Description not available.,0.0,The Stranger Beside Me Ann Rule biography Description not available.
1967,Chinese Cinderella,Adeline Yen Mah,biography,Description not available.,0.0,Chinese Cinderella Adeline Yen Mah biography Description not available.
1968,Confieso que he vivido,Pablo Neruda,biography,Description not available.,0.0,Confieso que he vivido Pablo Neruda biography Description not available.
1969,Chronicles,Bob Dylan,biography,Description not available.,0.0,Chronicles Bob Dylan biography Description not available.
1970,Terre des hommes,Antoine de Saint-Exupéry,biography,Description not available.,0.0,Terre des hommes Antoine de Saint-Exupéry biography Description not available.
1971,Les confessions,Jean-Jacques Rousseau,biography,Description not available.,0.0,Les confessions Jean-Jacques Rousseau biography Description not available.
1972,A princess remembers,Gayatri Devi,biography,Description not available.,0.0,A princess remembers Gayatri Devi biography Description not available.
1973,Masters of Doom,David Kushner,biography,Description not available.,0.0,Masters of Doom David Kushner biography Description not available.
1974,The Girl with Seven Names,Hyeonseo Lee,biography,Description not available.,0.0,The Girl with Seven Names Hyeonseo Lee biography Description not available.
1975,Autobiography,Bertrand Russell,biography,Description not available.,0.0,Autobiography Bertrand Russell biography Description not available.
1976,The color of water,James McBride,biography,Description not available.,0.0,The color of water James McBride biography Description not available.
1977,The Basketball diaries,Jim Carroll,biography,Description not available.,0.0,The Basketball diaries Jim Carroll biography Description not available.
1978,A chance to die,Elisabeth Elliot,biography,Description not available.,0.0,A chance to die Elisabeth Elliot biography Description not available.
1979,Mercury and me,Jim Hutton,biography,Description not available.,0.0,Mercury and me Jim Hutton biography Description not available.
1980,A severe mercy,Sheldon Vanauken,biography,Description not available.,0.0,A severe mercy Sheldon Vanauken biography Description not available.
1981,When I was Puerto Rican,Esmeralda Santiago,biography,Description not available.,0.0,When I was Puerto Rican Esmeralda Santiago biography Description not available.
1982,Tuesdays with Morrie,Mitch Albom,biography,Description not available.,0.0,Tuesdays with Morrie Mitch Albom biography Description not available.
1983,Let my people go surfing,Yvon Chouinard,biography,Description not available.,0.0,Let my people go surfing Yvon Chouinard biography Description not available.
1984,Persepolis 1-4,Marjane Satrapi,biography,Description not available.,0.0,Persepolis 1-4 Marjane Satrapi biography Description not available.
1985,Cristiano Ronaldo,Guillem Balague,biography,Description not available.,0.0,Cristiano Ronaldo Guillem Balague biography Description not available.
1986,Sam Walton,Sam Walton,biography,Description not available.,0.0,Sam Walton Sam Walton biography Description not available.
1987,John Barleycorn,Jack London,biography,Description not available.,0.0,John Barleycorn Jack London biography Description not available.
1988,A Piece of Cake,Cupcake Brown,biography,Description not available.,0.0,A Piece of Cake Cupcake Brown biography Description not available.
1989,Jose Rizal,Gregorio F. Zaide,biography,Description not available.,0.0,Jose Rizal Gregorio F. Zaide biography Description not available.
1990,Crying in H Mart,Michelle Zauner,biography,Description not available.,0.0,Crying in H Mart Michelle Zauner biography Description not available.
1991,Don't Panic,Neil Gaiman,biography,Description not available.,0.0,Don't Panic Neil Gaiman biography Description not available.
1992,Steve Jobs,Walter Isaacson,biography,Description not available.,0.0,Steve Jobs Walter Isaacson biography Description not available.
1993,How to Build a Car,Adrian Newey,biography,Description not available.,0.0,How to Build a Car Adrian Newey biography Description not available.
1994,God's tribesman,James C. Hefley,biography,Description not available.,0.0,God's tribesman James C. Hefley biography Description not available.
1995,The minds of Billy Milligan,Daniel Keyes,biography,Description not available.,0.0,The minds of Billy Milligan Daniel Keyes biography Description not available.
1996,Longitude,Dava Sobel,biography,Description not available.,0.0,Longitude Dava Sobel biography Description not available.
1997,Confessions,Augustine of Hippo,biography,Description not available.,0.0,Confessions Augustine of Hippo biography Description not available.
1998,"To Selena, with love",Chris Perez,biography,Description not available.,0.0,"To Selena, with love Chris Perez biography Description not available."
1999,King Kong théorie,Virginie Despentes,biography,Description not available.,0.0,King Kong théorie Virginie Despentes biography Description not available.
2000,Vie de Jésus,Ernest Renan,biography,Description not available.,0.0,Vie de Jésus Ernest Renan biography Description not available.
2001,"Eat, Pray, Love",Elizabeth Gilbert,biography,Description not available.,0.0,"Eat, Pray, Love Elizabeth Gilbert biography Description not available."
2002,Muhammad,Martin Lings,biography,Description not available.,0.0,Muhammad Martin Lings biography Description not available.
2003,"Green River, Running Red",Ann Rule,biography,Description not available.,0.0,"Green River, Running Red Ann Rule biography Description not available."
2004,My Family and other Animals,Gerald Malcolm Durrell,biography,Description not available.,0.0,My Family and other Animals Gerald Malcolm Durrell biography Description not available.
2005,I'm with the Band,Pamela Des Barres,biography,Description not available.,0.0,I'm with the Band Pamela Des Barres biography Description not available.
2006,Fox's book of martyrs,John Foxe,biography,Description not available.,0.0,Fox's book of martyrs John Foxe biography Description not available.
2007,Rizal,Austin Coates,biography,Description not available.,0.0,Rizal Austin Coates biography Description not available.
2008,Running with Scissors,Augusten Burroughs,biography,Description not available.,0.0,Running with Scissors Augusten Burroughs biography Description not available.
2009,Self-Made Man,Norah Vincent,biography,Description not available.,0.0,Self-Made Man Norah Vincent biography Description not available.
2010,The art of learning,Josh Waitzkin,biography,Description not available.,0.0,The art of learning Josh Waitzkin biography Description not available.
2011,The Glass Castle,Jeannette Walls,biography,Description not available.,0.0,The Glass Castle Jeannette Walls biography Description not available.
2012,"Good morning, Holy Spirit",Benny Hinn,biography,Description not available.,0.0,"Good morning, Holy Spirit Benny Hinn biography Description not available."
2013,The lives of the great composers,Harold C. Schonberg,biography,Description not available.,0.0,The lives of the great composers Harold C. Schonberg biography Description not available.
2014,Der Antichrist,Friedrich Nietzsche,biography,Description not available.,0.0,Der Antichrist Friedrich Nietzsche biography Description not available.
2015,Monster,Sanyika Shakur,biography,Description not available.,0.0,Monster Sanyika Shakur biography Description not available.
2016,Children's missionary library,Vernon Linwood Howard,biography,Description not available.,0.0,Children's missionary library Vernon Linwood Howard biography Description not available.
2017,Uncle Tungsten,Oliver Sacks,biography,Description not available.,0.0,Uncle Tungsten Oliver Sacks biography Description not available.
2018,Enter Whining,Fran Drescher,biography,Description not available.,0.0,Enter Whining Fran Drescher biography Description not available.
2019,Ted Bundy,Stephen G. Michaud,biography,Description not available.,0.0,Ted Bundy Stephen G. Michaud biography Description not available.
2020,Neither Roses Nor Thorns,H. R. Khanna,biography,Description not available.,0.0,Neither Roses Nor Thorns H. R. Khanna biography Description not available.
2021,Fever Pitch,Nick Hornby,biography,Description not available.,0.0,Fever Pitch Nick Hornby biography Description not available.
2022,The Lord God Made them All (All Creatures Great and Small #7),James Herriot,biography,Description not available.,0.0,The Lord God Made them All (All Creatures Great and Small #7) James Herriot biography Description not available.
2023,"Erinnerungen, Träume, Gedanken",Carl Gustav Jung,biography,Description not available.,0.0,"Erinnerungen, Träume, Gedanken Carl Gustav Jung biography Description not available."
2024,The Man Who Knew Infinity,Robert Kanigel,biography,Description not available.,0.0,The Man Who Knew Infinity Robert Kanigel biography Description not available.
2025,Little Britches,Ralph Moody,biography,Description not available.,0.0,Little Britches Ralph Moody biography Description not available.
2026,Socrates,A. E. Taylor,biography,Description not available.,0.0,Socrates A. E. Taylor biography Description not available.
2027,The private diary of Lyle Menendez,Lyle Menendez,biography,Description not available.,0.0,The private diary of Lyle Menendez Lyle Menendez biography Description not available.
